Text,Location,Source,Timestamp,Category,pre_reason,cluster,final_category,is_wrong,error_reason,predicted_category,correct
"Severe drought affecting water supply in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",Twitter,2024-12-27T23:41:56Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Thunderstorm with lightning strikes in Kochi, Kerala.","Kochi, Kerala",District Collector Office,2023-10-17T23:23:56Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Hailstorm damaging crops and vehicles in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",IMD Bulletin,2024-10-05T17:54:27Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Severe drought affecting water supply in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",IMD Bulletin,2023-11-26T22:15:57Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Landslides triggered due to rainfall in Mysuru, Karnataka.","Mysuru, Karnataka",IMD Bulletin,2024-12-29T04:46:48Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Heavy rainfall has caused flooding in Jaipur, Rajasthan.","Jaipur, Rajasthan",District Collector Office,2024-10-19T03:36:22Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Cyclone causing strong winds and rain in Hyderabad, Telangana.","Hyderabad, Telangana",IMD Bulletin,2024-06-16T11:20:12Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Multiple climate events including drought affecting Coimbatore, Tamil Nadu with severe impact.","Coimbatore, Tamil Nadu",The Hindu,2024-02-16T21:06:46Z,DROUGHT,Indicates water scarcity,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Air quality dropped to hazardous levels in Mumbai, Maharashtra.","Mumbai, Maharashtra",The Hindu,2025-11-30T00:24:39Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Multiple climate events including air_pollution affecting Vijayawada, Andhra Pradesh with severe impact.","Vijayawada, Andhra Pradesh",IMD Bulletin,2023-06-28T12:59:33Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Multiple climate events including thunderstorm affecting Kolkata, West Bengal with severe impact.","Kolkata, West Bengal",Twitter,2024-10-25T20:44:58Z,THUNDERSTORM,Indicates thunderstorm activity,0,THUNDERSTORM,False,Correctly clustered,THUNDERSTORM,True
"Multiple climate events including floods affecting Delhi, NCR with severe impact.","Delhi, NCR",District Collector Office,2023-01-04T04:43:56Z,FLOODS,Indicates rainfall or water overflow event,9,FLOODS,False,Correctly clustered,FLOODS,True
"Extreme heatwave conditions observed in Delhi, NCR.","Delhi, NCR",Local News,2023-07-22T08:04:00Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Air quality dropped to hazardous levels in Mumbai, Maharashtra.","Mumbai, Maharashtra",District Collector Office,2023-06-19T10:28:44Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Multiple climate events including heatwave affecting Vijayawada, Andhra Pradesh with severe impact.","Vijayawada, Andhra Pradesh",District Collector Office,2024-08-04T08:15:53Z,HEATWAVE,Indicates extreme heat conditions,9,FLOODS,True,Heatwave grouped with drought due to temperature relation,FLOODS,False
"Severe drought affecting water supply in Kochi, Kerala.","Kochi, Kerala",Local News,2024-03-27T10:50:21Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Air quality dropped to hazardous levels in Jaipur, Rajasthan.","Jaipur, Rajasthan",Weather Dept,2024-03-21T15:22:56Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Heavy rainfall has caused flooding in Munnar, Kerala.","Munnar, Kerala",District Collector Office,2025-02-10T09:29:40Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Landslides triggered due to rainfall in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",IMD Bulletin,2025-05-02T14:17:17Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Multiple climate events including hailstorm affecting Coimbatore, Tamil Nadu with severe impact.","Coimbatore, Tamil Nadu",District Collector Office,2024-03-12T05:52:11Z,HAILSTORM,Mentions hailstorm with ice particles,0,THUNDERSTORM,True,Semantic overlap between categories caused misclassification,THUNDERSTORM,False
"Landslides triggered due to rainfall in Kochi, Kerala.","Kochi, Kerala",NDTV News,2023-03-20T03:38:45Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Cold wave with very low temperatures in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",Twitter,2025-04-26T00:49:20Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Thunderstorm with lightning strikes in Delhi, NCR.","Delhi, NCR",District Collector Office,2024-02-08T08:08:35Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Severe drought affecting water supply in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",The Hindu,2024-04-05T20:30:15Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Severe drought affecting water supply in Kolkata, West Bengal.","Kolkata, West Bengal",Weather Dept,2024-11-11T01:48:05Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Wildfire spreading rapidly in Warangal, Telangana.","Warangal, Telangana",The Hindu,2023-03-15T01:40:39Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Air quality dropped to hazardous levels in Delhi, NCR.","Delhi, NCR",NDTV News,2023-10-24T21:51:06Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Wildfire spreading rapidly in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",Twitter,2024-11-16T12:02:21Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Cold wave with very low temperatures in Mumbai, Maharashtra.","Mumbai, Maharashtra",NDTV News,2023-12-06T05:48:18Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Multiple climate events including drought affecting Anantapur, Andhra Pradesh with severe impact.","Anantapur, Andhra Pradesh",IMD Bulletin,2024-09-20T14:01:24Z,DROUGHT,Indicates water scarcity,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Air quality dropped to hazardous levels in Pune, Maharashtra.","Pune, Maharashtra",Twitter,2023-10-04T05:00:39Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Cyclone causing strong winds and rain in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",Twitter,2023-10-20T05:17:12Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Multiple climate events including cold_wave affecting Mumbai, Maharashtra with severe impact.","Mumbai, Maharashtra",NDTV News,2025-02-02T11:59:21Z,COLD_WAVE,Indicates cold wave conditions,9,FLOODS,True,Cold wave merged into general extreme weather cluster,FLOODS,False
"Air quality dropped to hazardous levels in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",NDTV News,2023-01-14T09:27:51Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Severe drought affecting water supply in Guwahati, Assam.","Guwahati, Assam",District Collector Office,2025-02-01T02:51:19Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Landslides triggered due to rainfall in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",NDTV News,2025-10-24T19:28:27Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Wildfire spreading rapidly in Bengaluru, Karnataka.","Bengaluru, Karnataka",The Hindu,2025-08-16T01:03:09Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Landslides triggered due to rainfall in Mysuru, Karnataka.","Mysuru, Karnataka",NDTV News,2023-04-20T12:07:10Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Cyclone causing strong winds and rain in Munnar, Kerala.","Munnar, Kerala",Twitter,2025-05-19T17:04:16Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Thunderstorm with lightning strikes in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",Twitter,2023-05-23T13:00:11Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Hailstorm damaging crops and vehicles in Hyderabad, Telangana.","Hyderabad, Telangana",NDTV News,2023-09-15T04:10:19Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Extreme heatwave conditions observed in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",NDTV News,2023-07-03T15:35:48Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Multiple climate events including heatwave affecting Hyderabad, Telangana with severe impact.","Hyderabad, Telangana",Weather Dept,2025-08-11T09:05:30Z,HEATWAVE,Indicates extreme heat conditions,9,FLOODS,True,Heatwave grouped with drought due to temperature relation,FLOODS,False
"Extreme heatwave conditions observed in Pune, Maharashtra.","Pune, Maharashtra",NDTV News,2025-08-08T00:05:13Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Heavy rainfall has caused flooding in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",District Collector Office,2023-01-12T00:26:50Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Heavy rainfall has caused flooding in Munnar, Kerala.","Munnar, Kerala",The Hindu,2024-07-28T03:02:24Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Wildfire spreading rapidly in Katpadi, Vellore.","Katpadi, Vellore",District Collector Office,2025-09-02T15:23:59Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Heavy rainfall has caused flooding in Pune, Maharashtra.","Pune, Maharashtra",The Hindu,2025-12-22T12:55:52Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Heavy rainfall has caused flooding in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",Local News,2025-07-31T07:27:59Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Thunderstorm with lightning strikes in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",NDTV News,2024-12-24T02:28:48Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Cyclone causing strong winds and rain in Pune, Maharashtra.","Pune, Maharashtra",District Collector Office,2024-04-14T18:32:33Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Thunderstorm with lightning strikes in Bengaluru, Karnataka.","Bengaluru, Karnataka",Weather Dept,2025-10-13T17:42:55Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Cold wave with very low temperatures in Warangal, Telangana.","Warangal, Telangana",The Hindu,2025-05-23T08:08:05Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Multiple climate events including air_pollution affecting Delhi, NCR with severe impact.","Delhi, NCR",Weather Dept,2023-01-29T00:29:27Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Heavy rainfall has caused flooding in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",District Collector Office,2025-03-06T16:51:23Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Multiple climate events including air_pollution affecting Mumbai, Maharashtra with severe impact.","Mumbai, Maharashtra",Weather Dept,2025-05-17T02:49:17Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Air quality dropped to hazardous levels in Katpadi, Vellore.","Katpadi, Vellore",District Collector Office,2025-05-22T21:06:32Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Multiple climate events including air_pollution affecting Kochi, Kerala with severe impact.","Kochi, Kerala",Weather Dept,2024-02-10T08:46:33Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Cold wave with very low temperatures in Kochi, Kerala.","Kochi, Kerala",District Collector Office,2023-05-31T20:18:02Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Extreme heatwave conditions observed in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",NDTV News,2025-04-27T10:33:26Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Multiple climate events including air_pollution affecting Hyderabad, Telangana with severe impact.","Hyderabad, Telangana",Local News,2023-11-23T06:16:50Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Wildfire spreading rapidly in Hyderabad, Telangana.","Hyderabad, Telangana",NDTV News,2023-09-19T00:40:20Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Landslides triggered due to rainfall in Warangal, Telangana.","Warangal, Telangana",NDTV News,2024-01-29T19:27:49Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Landslides triggered due to rainfall in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",District Collector Office,2025-08-21T05:16:00Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Heavy rainfall has caused flooding in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",Weather Dept,2025-06-21T07:31:02Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Air quality dropped to hazardous levels in Pune, Maharashtra.","Pune, Maharashtra",IMD Bulletin,2023-07-01T11:00:29Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Cold wave with very low temperatures in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",Twitter,2024-02-03T19:57:35Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Air quality dropped to hazardous levels in Munnar, Kerala.","Munnar, Kerala",Weather Dept,2025-04-30T10:37:19Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Severe drought affecting water supply in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",IMD Bulletin,2023-07-31T12:00:20Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Landslides triggered due to rainfall in Guwahati, Assam.","Guwahati, Assam",NDTV News,2024-02-23T01:27:27Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Hailstorm damaging crops and vehicles in Mysuru, Karnataka.","Mysuru, Karnataka",IMD Bulletin,2024-11-21T15:39:20Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Landslides triggered due to rainfall in Delhi, NCR.","Delhi, NCR",The Hindu,2024-07-31T07:48:09Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Cyclone causing strong winds and rain in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",Weather Dept,2025-08-15T07:03:30Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Hailstorm damaging crops and vehicles in Katpadi, Vellore.","Katpadi, Vellore",Twitter,2024-09-03T16:12:31Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Multiple climate events including air_pollution affecting Tirunelveli, Tamil Nadu with severe impact.","Tirunelveli, Tamil Nadu",Weather Dept,2023-02-14T11:04:22Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
